11078831	Head_Neck cancer	Streptococcus anginosus	increase	Oropharynx
26887816	Primary sclerosing cholangitis	Christensenellaceae	decrease	Gastrointestinal tract
26887816	Primary sclerosing cholangitis	Coprococcus	decrease	Gastrointestinal tract
26887816	Primary sclerosing cholangitis	Desulfovibrio	decrease	Gastrointestinal tract
26887816	Primary sclerosing cholangitis	Lachnospiraceae	decrease	Gastrointestinal tract
26887816	Primary sclerosing cholangitis	Phascolarctobacterium	decrease	Gastrointestinal tract
26887816	Primary sclerosing cholangitis	Succinivibrio	decrease	Gastrointestinal tract
26887816	Primary sclerosing cholangitis	Veillonella	increase	Gastrointestinal tract
26891226	Type 1 diabetes	Bifidobacterium longum	increase	Gastrointestinal tract
26891226	Type 1 diabetes	Dialister invisus	increase	Gastrointestinal tract
26891226	Type 1 diabetes	Gemella sanguinis	increase	Gastrointestinal tract
26940651	Cystic fibrosis	Actinobacteria	increase	Gastrointestinal tract
26940651	Cystic fibrosis	Bacteroidetes	decrease	Gastrointestinal tract
26940651	Cystic fibrosis	Bifidobacterium bifidum	increase	Gastrointestinal tract
26940651	Cystic fibrosis	Clostridioides difficile	increase	Gastrointestinal tract
26940651	Cystic fibrosis	Enterococcus faecalis	increase	Gastrointestinal tract
26940651	Cystic fibrosis	Enterococcus faecium	increase	Gastrointestinal tract
26940651	Cystic fibrosis	Eubacterium rectale	decrease	Gastrointestinal tract
26940651	Cystic fibrosis	Firmicutes	decrease	Gastrointestinal tract
26940651	Cystic fibrosis	Lactobacillales	increase	Gastrointestinal tract
26940651	Cystic fibrosis	Proteobacteria	increase	Gastrointestinal tract
26940651	Cystic fibrosis	Veillonella	increase	Gastrointestinal tract
26940651	Cystic fibrosis	Veillonella parvula	increase	Gastrointestinal tract
26942354	Spinal cord injury	Corynebacterium	increase	Vagina
26942354	Spinal cord injury	Escherichia coli	increase	Vagina
26942354	Spinal cord injury	Lactobacillus	decrease	Vagina
26961389	Oral lichen planus	Haemophilus	decrease	Saliva
26961389	Oral lichen planus	Prevotella	increase	Saliva
26961389	Oral lichen planus	Proteobacteria	decrease	Saliva
26961389	Oral lichen planus	Rothia	decrease	Saliva
26961389	Oral lichen planus	Streptococcus	decrease	Saliva
26962942	Acquired Immunodeficiency Syndrome	Ruminococcus bromii	decrease	Gastrointestinal tract
26962942	Acquired Immunodeficiency Syndrome	Ruminococcus callidus	decrease	Gastrointestinal tract
26969089	Necrotizing enterocolitis	Gammaproteobacteria	increase	Gastrointestinal tract
26969089	Necrotizing enterocolitis	Negativicutes	decrease	Gastrointestinal tract
26971052	Inflammatory bowel disease	Faecalibacterium prausnitzii	decrease	Gastrointestinal tract
26971052	Psoriasis	Faecalibacterium prausnitzii	decrease	Gastrointestinal tract
26992426	Colorectal cancer	Bacteroides	increase	Colonic tissue
26992426	Colorectal cancer	Fusobacterium	increase	Colonic tissue
26992426	Colorectal cancer	Oscillibacter	increase	Colonic tissue
26992426	Colorectal cancer	Parvimonas	increase	Colonic tissue
26992426	Colorectal cancer	Peptostreptococcus	increase	Colonic tissue
26992426	Colorectal cancer	Porphyromonas	increase	Colonic tissue
26992426	Colorectal cancer	Roseburia	increase	Colonic tissue
26992426	Colorectal cancer	Ruminococcus	increase	Colonic tissue
27000242	Multiple sclerosis	Firmicutes	decrease	Gastrointestinal tract
27000242	Multiple sclerosis	Fusobacteria	decrease	Gastrointestinal tract
27028797	Nonalcoholic fatty liver	Anaerococcus	increase	Gastrointestinal tract
27028797	Nonalcoholic fatty liver	Bradyrhizobium	increase	Gastrointestinal tract
27028797	Nonalcoholic fatty liver	Coprococcus	decrease	Gastrointestinal tract
27028797	Nonalcoholic fatty liver	Dorea	increase	Gastrointestinal tract
27028797	Nonalcoholic fatty liver	Oscillospira	decrease	Gastrointestinal tract
27028797	Nonalcoholic fatty liver	Peptoniphilus	increase	Gastrointestinal tract
27028797	Nonalcoholic fatty liver	Propionibacterium acnes	increase	Gastrointestinal tract
27028797	Nonalcoholic fatty liver	Rikenellaceae	decrease	Gastrointestinal tract
27028797	Nonalcoholic fatty liver	Ruminococcus	increase	Gastrointestinal tract
27028797	Nonalcoholic fatty liver	Streptococcus	increase	Gastrointestinal tract
27028797	Nonalcoholic steatohepatitis	Blautia	increase	Gastrointestinal tract
27028797	Nonalcoholic steatohepatitis	Dorea	increase	Gastrointestinal tract
27028797	Nonalcoholic steatohepatitis	Oscillospira	decrease	Gastrointestinal tract
27028797	Nonalcoholic steatohepatitis	Ruminococcus	increase	Gastrointestinal tract
27045926	Celiac Disease	Acinetobacter	decrease	Duodenum
27045926	Celiac Disease	Neisseria	increase	Duodenum
27048741	HIV infection	Bilophila	decrease	Gastrointestinal tract
27048741	HIV infection	Firmicutes	increase	Gastrointestinal tract
27048741	HIV infection	Proteobacteria	increase	Gastrointestinal tract
27056397	Appendicitis	Fusobacterium necrophorum	increase	Appendix
27056397	Appendicitis	Fusobacterium nucleatum	increase	Appendix
27056397	Appendicitis	Fusobacterium varium	increase	Appendix
27056827	Colorectal cancer	Fusobacterium nucleatum	increase	Gastrointestinal tract
27056827	Colorectal cancer	Gemella	increase	Gastrointestinal tract
27056827	Colorectal cancer	Parvimonas micra	increase	Gastrointestinal tract
27056827	Colorectal cancer	Peptostreptococcus stomatis	increase	Gastrointestinal tract
27056827	Colorectal cancer	Porphyromonas asaccharolytica	increase	Gastrointestinal tract
27056827	Colorectal cancer	Prevotella	increase	Gastrointestinal tract
27080513	Halitosis	Leptotrichia wadei	increase	Tongue
27080513	Halitosis	Peptostreptococcus stomatis	increase	Tongue
27080513	Halitosis	prevotella shahii	increase	Saliva
27083382	Crohns disease	Bacteroides	decrease	Colonic tissue
27083382	Crohns disease	Flavobacterium	increase	Colonic tissue
27083382	Crohns disease	Pelomonas	increase	Colonic tissue
27087247	Sjögren Syndrome	Bacteroides	decrease	Gastrointestinal tract
27087247	Sjögren Syndrome	Bergeyella	decrease	Tongue
27087247	Sjögren Syndrome	Blautia	increase	Gastrointestinal tract
27087247	Sjögren Syndrome	Butyrivibrio	decrease	Tongue
27087247	Sjögren Syndrome	Escherichia	increase	Gastrointestinal tract
27087247	Sjögren Syndrome	Faecalibacterium	decrease	Gastrointestinal tract
27087247	Sjögren Syndrome	Fusobacterium	decrease	Tongue
27087247	Sjögren Syndrome	Leptotrichia	decrease	Tongue
27087247	Sjögren Syndrome	Parabacteroides	decrease	Gastrointestinal tract
27087247	Sjögren Syndrome	Peptococcus	decrease	Tongue
27087247	Sjögren Syndrome	Prevotella	decrease	Gastrointestinal tract
27087247	Sjögren Syndrome	Pseudobutyrivibrio	increase	Gastrointestinal tract
27087247	Sjögren Syndrome	Streptococcus	increase	Gastrointestinal tract
27087247	Sjögren Syndrome	Streptococcus	increase	Tongue
27102666	Rheumatoid arthritis	Collinsella	increase	Gastrointestinal tract
27102666	Rheumatoid arthritis	Eggerthella lenta	increase	Gastrointestinal tract
27102666	Rheumatoid arthritis	Faecalibacterium	increase	Gastrointestinal tract
27105322	Behcets Disease	Bifidobacterium	increase	Gastrointestinal tract
27105322	Behcets Disease	Eggerthella	increase	Gastrointestinal tract
27105322	Behcets Disease	Megamonas	decrease	Gastrointestinal tract
27105322	Behcets Disease	Prevotella	decrease	Gastrointestinal tract
27107961	Bacterial vaginosis	Gardnerella Vaginais	increase	Vagina
27107961	Bacterial vaginosis	Lachnospiraceae	increase	Vagina
27107961	Bacterial vaginosis	Lactobacillus crispatus	decrease	Vagina
27107961	Bacterial vaginosis	Lactobacillus iners	decrease	Vagina
27107961	Bacterial vaginosis	Leptotrichiaceae	increase	Vagina
27112233	Cirrhosis	Alistipes putredinis	decrease	Gastrointestinal tract
27112233	Cirrhosis	Dehalobacterium	decrease	Gastrointestinal tract
27112233	Cirrhosis	Mogibacterium	decrease	Gastrointestinal tract
27112233	Cirrhosis	Peptostreptococcaceae	increase	Gastrointestinal tract
27112233	Cirrhosis	Roseburia faecis	decrease	Gastrointestinal tract
27125213	Coronary artery disease	Bacteroides	decrease	Gastrointestinal tract
27125213	Coronary artery disease	Lactobacillales	increase	Gastrointestinal tract
27142586	Pulmonary tubercolosis	Rothia mucilaginosa	increase	Sputum
27142586	Pulmonary tubercolosis	Veillonella dispar	increase	Sputum
27143104	Cystic fibrosis	Alistipes	decrease	Gastrointestinal tract
27143104	Cystic fibrosis	Blautia	increase	Gastrointestinal tract
27143104	Cystic fibrosis	Clostridium group XI	increase	Gastrointestinal tract
27143104	Cystic fibrosis	Enterococcus	increase	Gastrointestinal tract
27143104	Cystic fibrosis	Erysipelotrichaceae	decrease	Gastrointestinal tract
27143104	Cystic fibrosis	Faecalibacterium	decrease	Gastrointestinal tract
27143104	Cystic fibrosis	Lachnospiraceae	increase	Gastrointestinal tract
27143104	Cystic fibrosis	Megasphaera	increase	Gastrointestinal tract
27143104	Cystic fibrosis	Shigella	increase	Gastrointestinal tract
27143104	Cystic fibrosis	Veillonella	increase	Gastrointestinal tract
27146202	COPD	Actinomyces	decrease	Bronchus
27146202	COPD	Haemophilus	increase	Bronchus
27146202	COPD	Prevotella	decrease	Bronchus
27146202	COPD	Pseudomonas	increase	Bronchus
27146202	COPD	Veillonella	decrease	Bronchus
27166072	Clostridium difficile infection	Akkermansia	decrease	Gastrointestinal tract
27166072	Clostridium difficile infection	Alistipes	decrease	Gastrointestinal tract
27166072	Clostridium difficile infection	Anaerotruncus	decrease	Gastrointestinal tract
27166072	Clostridium difficile infection	Bacteroides	decrease	Gastrointestinal tract
27166072	Clostridium difficile infection	Barnesiella	decrease	Gastrointestinal tract
27166072	Clostridium difficile infection	Bifidobacterium	decrease	Gastrointestinal tract
27166072	Clostridium difficile infection	Butyricimonas	decrease	Gastrointestinal tract
27166072	Clostridium difficile infection	Christensenellaceae	decrease	Gastrointestinal tract
27166072	Clostridium difficile infection	Citrobacter	increase	Gastrointestinal tract
27166072	Clostridium difficile infection	Collinsella	decrease	Gastrointestinal tract
27166072	Clostridium difficile infection	Corynebacterium	increase	Gastrointestinal tract
27166072	Clostridium difficile infection	Enterobacteriaceae	increase	Gastrointestinal tract
27166072	Clostridium difficile infection	Enterococcaceae	increase	Gastrointestinal tract
27166072	Clostridium difficile infection	Enterococcus	increase	Gastrointestinal tract
27166072	Clostridium difficile infection	Faecalibacterium	decrease	Gastrointestinal tract
27166072	Clostridium difficile infection	Hafnia	increase	Gastrointestinal tract
27166072	Clostridium difficile infection	Helicobacter	increase	Gastrointestinal tract
27166072	Clostridium difficile infection	Klebsiella	increase	Gastrointestinal tract
27166072	Clostridium difficile infection	Lachnospira	decrease	Gastrointestinal tract
27166072	Clostridium difficile infection	Morganella	increase	Gastrointestinal tract
27166072	Clostridium difficile infection	Oscillospira	decrease	Gastrointestinal tract
27166072	Clostridium difficile infection	Porphyromonadaceae	decrease	Gastrointestinal tract
27166072	Clostridium difficile infection	Proteus	increase	Gastrointestinal tract
27166072	Clostridium difficile infection	Ruminococcaceae	decrease	Gastrointestinal tract
27166072	Clostridium difficile infection	Shigella	increase	Gastrointestinal tract
27166072	Clostridium difficile infection	Staphylococcus	increase	Gastrointestinal tract
27166072	Clostridium difficile infection	Subdoligranulum	decrease	Gastrointestinal tract
27166072	Clostridium difficile infection	Sutterella	increase	Gastrointestinal tract
27166072	Clostridium difficile infection	Veillonella	increase	Gastrointestinal tract
27171425	Colorectal cancer	Atopobium	increase	Gastrointestinal tract
27171425	Colorectal cancer	Coprococcus	decrease	Gastrointestinal tract
27171425	Colorectal cancer	Fusobacterium	increase	Gastrointestinal tract
27171425	Colorectal cancer	Porphyromonas	increase	Gastrointestinal tract
27176462	Multiple sclerosis	Akkermansia	increase	Gastrointestinal tract
27176462	Multiple sclerosis	Bacteroides	increase	Gastrointestinal tract
27176462	Multiple sclerosis	Bifidobacterium	increase	Gastrointestinal tract
27176462	Multiple sclerosis	Christensenella	increase	Gastrointestinal tract
27176462	Multiple sclerosis	Desulfovibrio	increase	Gastrointestinal tract
27176462	Multiple sclerosis	Lachnospiraceae	decrease	Gastrointestinal tract
27176462	Multiple sclerosis	Methanobrevibacter	increase	Gastrointestinal tract
27176462	Multiple sclerosis	Parabacteroides	increase	Gastrointestinal tract
27176462	Multiple sclerosis	Ruminococcaceae	decrease	Gastrointestinal tract
27194068	Colon adenomas	Actinobacteria	increase	Colonic tissue
27194068	Colon adenomas	Bacteroidetes	increase	Colonic tissue
27194068	Colon adenomas	Chloroflexi	increase	Colonic tissue
27194068	Colon adenomas	Firmicutes	decrease	Colonic tissue
27194068	Colon adenomas	Lactococcus	increase	Colonic tissue
27194068	Colon adenomas	Proteobacteria	increase	Colonic tissue
27194068	Colon adenomas	Pseudomonas	increase	Colonic tissue
27194068	Colon adenomas	Tenericutes	increase	Colonic tissue
27196590	Primary sclerosing cholangitis	Escherichia	increase	Gastrointestinal tract
27196590	Primary sclerosing cholangitis	Lachnospiraceae	increase	Gastrointestinal tract
27196590	Primary sclerosing cholangitis	Megasphaera	increase	Gastrointestinal tract
27196590	Primary sclerosing cholangitis	Prevotella	decrease	Gastrointestinal tract
27196590	Primary sclerosing cholangitis	Roseburia	decrease	Gastrointestinal tract
27203081	Nonalcoholic steatohepatitis	Bacteroidetes	decrease	Gastrointestinal tract
27203081	Nonalcoholic steatohepatitis	Clostridium leptum	decrease	Gastrointestinal tract
27207975	Primary sclerosing cholangitis	Anaerostipes	decrease	Gastrointestinal tract
27207975	Primary sclerosing cholangitis	Enterococcus	increase	Gastrointestinal tract
27207975	Primary sclerosing cholangitis	Fusobacterium	increase	Gastrointestinal tract
27207975	Primary sclerosing cholangitis	Lactobacillus	increase	Gastrointestinal tract
27207975	Primary sclerosing cholangitis	Morganella	increase	Gastrointestinal tract
27207975	Primary sclerosing cholangitis	Streptococcus	increase	Gastrointestinal tract
27228122	Persistent stunting	Bifidobacterium longum	decrease	Gastrointestinal tract
27228122	Persistent stunting	Bifidobacterium pseudolongum	decrease	Gastrointestinal tract
27228122	Persistent stunting	Catenibacterium	increase	Gastrointestinal tract
27228122	Persistent stunting	Desulfovibrio	increase	Gastrointestinal tract
27228122	Persistent stunting	Lactobacillus mucosae	decrease	Gastrointestinal tract
27228122	Persistent stunting	Prevotella copri	increase	Gastrointestinal tract
27228122	Persistent stunting	Prevotella stercorea	increase	Gastrointestinal tract
27231166	Type 1 diabetes	Acidaminococcus	decrease	Gastrointestinal tract
27231166	Type 1 diabetes	Blautia	increase	Gastrointestinal tract
27231166	Type 1 diabetes	Dialister	decrease	Gastrointestinal tract
27231166	Type 1 diabetes	Haemophilus	decrease	Gastrointestinal tract
27231166	Type 1 diabetes	Lachnospira	decrease	Gastrointestinal tract
27243236	Primary biliary cirrhosis	Acidobacteria	decrease	Gastrointestinal tract
27243236	Primary biliary cirrhosis	Actinobacillus pleuropneumoniae	increase	Gastrointestinal tract
27243236	Primary biliary cirrhosis	Anaeroglobus geminatus	increase	Gastrointestinal tract
27243236	Primary biliary cirrhosis	Bacteroides eggerthii	decrease	Gastrointestinal tract
27243236	Primary biliary cirrhosis	Enterobacter asburiae	increase	Gastrointestinal tract
27243236	Primary biliary cirrhosis	Enterobacteriaceae	increase	Gastrointestinal tract
27243236	Primary biliary cirrhosis	Haemophilus parainfluenzae	increase	Gastrointestinal tract
27243236	Primary biliary cirrhosis	Klebsiella	increase	Gastrointestinal tract
27243236	Primary biliary cirrhosis	Lachnobacterium	decrease	Gastrointestinal tract
27243236	Primary biliary cirrhosis	Megasphaera micronuciformis	increase	Gastrointestinal tract
27243236	Primary biliary cirrhosis	Neisseriaceae	increase	Gastrointestinal tract
27243236	Primary biliary cirrhosis	Paraprevotella clara	increase	Gastrointestinal tract
27243236	Primary biliary cirrhosis	Ruminococcus bromii	decrease	Gastrointestinal tract
27243236	Primary biliary cirrhosis	Spirochaetaceae	increase	Gastrointestinal tract
27243236	Primary biliary cirrhosis	Streptococcus	increase	Gastrointestinal tract
27243236	Primary biliary cirrhosis	Veillonella	increase	Gastrointestinal tract
27262209	Periodontitis	Actinomyces	decrease	Tooth
27262209	Periodontitis	Aggregatibacter	increase	Tooth
27262209	Periodontitis	Capnocytophaga	decrease	Tooth
27262209	Periodontitis	Corynebacterium	decrease	Tooth
27262209	Periodontitis	Filifactor	increase	Tooth
27262209	Periodontitis	Haemophilus	decrease	Tooth
27262209	Periodontitis	Lautropia	decrease	Tooth
27262209	Periodontitis	Paludibacter	decrease	Tooth
