Disease Summary Name	General System	Applicable Gender	Monogenic Inheritance	ICD9 Codes	ICD9 Strings
General_Bacterial_Infection	Infectious_Disease	Both	FALSE	041.5|041.7|041.9|037|040.3|039|033.1|033.0|041.8|040.2|032|033|040.1|040.0|033.9|033.8|041.2|040.4|027.2|027.0|027.1|041.89|026.9|036|027.8|027.9|041.6|026.0|032.89|020.0|020.9|020.8|021.8|021.9|032.8|032.9|041.84|023.2|023.3|023.0|023.1|022.9|022.8|041.83|041.82|023.8|023.9|025|024|027|026|021|020|023|022|036.89|041|040|036.8|036.9|039.9|039.8|041.3|039.4|039.3|039.2|036.3|041.81|040.8|040.81|040.82|041.85|036.81|040.42|040.89	Melioidosis|"Other specified types of plague"|"Meningococcal optic neuritis"|"Spirillary fever"|"Actinomycotic infections"|"Madura foot"|"Pneumococcus infection in conditions classified elsewhere and of unspecified site"|"Pasteurellosis"|"Other specified bacterial diseases"|"Plague NOS"|"Abdominal actinomycosis"|"Whooping cough due to bordetella parapertussis (b. parapertussis)"|"Tularemia NOS"|"Anthrax NOS"|"Other specified bacterial infections in conditions classified elsewhere and of unspecified site"|"Other specified diphtheria"|"Unspecified zoonotic bacterial disease"|"Plague"|"Tetanus"|"Other zoonotic bacterial diseases"|"Whooping cough due to other specified organism"|"Meningococcal infection"|"Actinomycosis NOS"|"Other anaerobe infection in conditions classified elsewhere and of unspecified site"|"Mycoplasma infection in conditions classified elsewhere and of unspecified site"|"Bacteroides fragilis infection in conditions classified elsewhere and of unspecified site"|"Other specified bacterial disease"|"Brucellosis"|"Clostridium perfringens infection in conditions classified elsewhere and of unspecified site"|"Brucella abortus"|"Brucellosis NOS"|"Listeriosis"|"Glanders"|"Bacterial infection, unspecified, in conditions classified elsewhere and of unspecified site"|"Other specified tularemia"|"Actinomycotic infection of other specified sites"|"Toxic shock syndrome"|"Bacterial infection in conditions classified elsewhere and of unspecified site"|"Other bacterial diseases"|"Waterhouse-Friderichsen syndrome, meningococcal"|"Whooping cough due to bordetella pertussis (b. pertussis)"|"Pseudomonas infection in conditions classified elsewhere and of unspecified site"|"Gas gangrene"|"Rat-bite fever NOS"|"Erysipelothrix infection"|"Friedlander's bacillus infection in conditions classified elsewhere and of unspecified site"|"Other specified zoonotic bacterial diseases"|"Brucella suis"|"Rat-bite fever"|"Brucella canis"|"Whooping cough NOS"|"Other specified meningococcal infections"|"Diphtheria NOS"|"Whooping cough"|"Bubonic plague"|"Tropical pyomyositis"|"Other brucellosis"|"Rhinoscleroma"|"Diphtheria"|"Other specified manifestations of anthrax"|"Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site"|"Cervicofacial actinomycotic infection"|"Tularemia"|"Wound botulism"|"Anthrax"|"Whipple's disease"|"Necrobacillosis"|"Other specified botulism"|"Other specified bacterial infection in conditions classified elsewhere and of unspecified site"|"Hemophilus influenzae [H. influenzae] infection in conditions classified elsewhere and of unspecified site"|"Brucella melitensis"|"Meningococcal infection, unspecified"|"Other gram-negative organism infection in conditions classified elsewhere and of unspecified site"
General_Viral_Infection	Infectious_Disease	Both	FALSE	072.7|072.0|072.3|072.8|072.9|078.3|056.8|056.9|056.0|056.7|056.09|056.00|074.3|074.0|074.1|074.8|050.9|050.0|050.1|050.2|079.52|079.51|056.79|079.59|066.9|066.8|055.79|079.81|079.82|079.83|079.50|079.88|079.89|078|059.09|059.00|059.01|051.02|079.3|051.01|079.2|059.12|060.9|079.99|079.98|060.1|060.0|066.3|066.1|066.0|059|066.4|055|056|057|050|051|059.19|079.9|079.8|059.11|059.10|079.1|071|079.6|079.5|073.8|061|060|065|066|059.20|059.21|059.22|079|066.40|066.41|074|075|072|073|073.7|057.0|073.9|066.49|057.9|057.8|055.7|078.89|078.88|055.9|055.8|078.81|072.71|072.72|078.6|078.7|078.4|078.5|078.2|072.79|078.0|078.82|075.0|065.4|065.0|065.1|065.2|065.3|065.8|065.9|079.0|051.9|078.8|051.1|051.0|051.2|059.1|059.0|059.2|059.9|059.8|066.42	Variola major|"Yatapoxvirus infection, unspecified"|"Contagious pustular derm"|"Mumps uncomplicated"|"Rubella with other specified complications"|"SARS-associated coronavirus"|"Epidemic pleurodynia"|"Sweating fever"|"Other orthopoxvirus infection"|"Epidemic vomiting syndrome"|"Other mosquito-borne fever"|"Arthropod-borne viral disease, unspecified"|"Arenaviral hemorrhagic fever"|"Ornithosis"|"Rabies"|"Rubella with unspecified neurological complication"|"Rhinovirus infection in conditions classified elsewhere and of unspecified site"|"Mumps polyneuropathy"|"Unspecified viral infection in conditions classified elsewhere and of unspecified site"|"Rubella complication NOS"|"Unspecified viral and chlamydial infection in conditions classified elsewhere and of unspecified site"|"Other specified retrovirus infection in conditions classified elsewhere and of unspecified site"|"Infectious mononucleosis"|"Cowpox and paravaccinia"|"West Nile Fever with other neurologic manifestation"|"Ornithosis with other specified complications"|"Ornithosis with unspecified complication"|"Rubella"|"Yatapoxvirus infections"|"West Nile Fever with other complications"|"Cowpox"|"Mumps pancreatitis"|"West Nile fever NOS"|"Other tick-borne hemorrhagic fever"|"Rubella with neurological complications"|"Arthropod-borne hemorrhagic fever, unspecified"|"Specific diseases due to Coxsackie virus"|"Other specified chlamydial infection in conditions classified elsewhere and of unspecified site"|"Phlebotomus fever"|"Parapoxvirus infection, unspecified"|"Unspecified chlamydial infection in conditions classified elsewhere and of unspecified site"|"West Nile Fever with encephalitis"|"Measles complication NOS"|"Orthopoxvirus infection, unspecified"|"Other diseases due to viruses and Chlamydiae"|"Kyasanur Forest disease"|"Erythema infectiosum"|"Other viral exanthemata"|"Modified smallpox"|"Rubella with other neurological complications"|"Mumps hepatitis"|"Crimean hemorrhagic fever [CHF Congo virus]"|"Pseudocowpox"|"Mumps"|"Mumps with other specified complications"|"Other specified arthropod-borne viral diseases"|"Cytomegaloviral disease"|"Paravaccinia NOS"|"Human T-cell lymphotrophic virus, type I [HTLV-I] infection in conditions classified elsewhere and of unspecified site"|"Human T-cell lymphotrophic virus, type II [HTLV-II] infection in conditions classified elsewhere and of unspecified site"|"Smallpox NOS"|"Molluscum contagiosum"|"Cat-Scratch disease"|"Bovine stomatitis"|"Hemorrhagic nephrosonephritis"|"Measles"|"Rubella without mention of complication"|"Arthropod-borne hemorrhagic fever"|"Viral and chlamydial infection in conditions classified elsewhere and of unspecified site"|"Tanapox"|"Unspecified Retrovirus infection in conditions classified elsewhere and of unspecified site"|"Measles with other specified complications"|"Other specified viral exanthemata"|"Vaccinia not from vaccination"|"ECHO virus infection in conditions classified elsewhere and of unspecified site"|"Infectious mononucleosis **"|"West Nile fever"|"Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site"|"Coxsackie virus NEC"|"Other specified viral infection in conditions classified elsewhere and of unspecified site"|"Omsk hemorrhagic fever"|"Mumps orchitis"|"Mosquito-borne hemorrhagic fever"|"Yellow fever NOS"|"Measles without mention of complication"|"Sealpox"|"Other specified viral and chlamydial infections in conditions classified elsewhere and of unspecified site"|"Viral exanthemata NOS"|"Other poxvirus infections"|"Yellow fever"|"Other specified arthropod-borne hemorrhagic fever"|"Cowpox and vaccinia not from vaccination"|"Hand, foot, and mouth disease"|"Foot and mouth disease"|"Other specified diseases due to viruses and Chlamydiae"|"Yaba monkey tumor virus"|"Ornithosis NOS"|"Monkeypox"|"Urban yellow fever"|"Hantavirus infection in conditions classified elsewhere and of unspecified site"|"Parvovirus B19"|"Other parapoxvirus infections"|"Dengue"|"Smallpox"|"Sylvatic yellow fever"|"Alastrim"|"Retrovirus infection in conditions classified elsewhere and of unspecified site"|"Other arthropod-borne viral diseases"|"Other specified diseases due to Chlamydiae"|"Herpangina"|"Epidemic vertigo"|"Poxvirus infection NOS"|"Tick-borne fever"|"Coxsackie virus infection in conditions classified elsewhere and of unspecified site"|"Mumps complication NOS"|"Adenovirus infection in conditions classified elsewhere and of unspecified site"|"Other orthopoxvirus infections"
HIV	Infectious_Disease	Both	FALSE	042.9|043.9|044.0|042.1|042.0|042.2|043.0|043.1|044.9|043.3|079.53|043.2|044|043|042	Human immunodeficiency virus [HIV] disease|"HIV infection causing other specified infections"|"Human immunodeficiency virus, type 2 [HIV-2] infection in conditions classified elsewhere and of unspecified site"|"HIV infection not otherwise specified (with or without other conditions not classifiable to 042, 043, 044.0)|"HIV infection with certain specified infections"|"HIV causing other disorders involving the immune mechanism"|"Acquired immunodeficiency syndrome-related complex with or without
Helicobacter_Pylori_Infection	Infectious_Disease	Both	FALSE	41.86	Helicobacter pylori (H. pylori) infection in conditions classified elsewhere and of unspecified site
Herpes_Simplex	Infectious_Disease	Both	FALSE	058|054|058.81|058.82|054.8|054.9|054.0|054.1|054.2|054.6|054.7|054.12|054.13|054.10|054.11|054.19|054.79|058.12|058.10|058.11|054.71|054.73|054.74|058.1|058.89|058.8	Human herpesvirus 7 infection|"Genital herpes"|"Herpes simplex without mention of complication"|"Herpes simplex with other specified complications"|"Roseola infantum due to human herpesvirus 6"|"Herpes simplex"|"Herpes simplex otitis externa"|"Herpetic gingivostomatitis"|"Herpetic whitlow"|"Roseola infantum"|"Herpes simplex visceral"|"Human herpesvirus 6 infection"|"Roseola infantum due to human herpesvirus 7"|"Other human herpesvirus infection"|"Genital herpes NOS"|"Other human herpesvirus"|"Herpetic vulvovaginitis"|"Herpes simplex with unspecified complication"|"Herpes simplex myelitis"|"Herpetic ulceration of vulva"|"Roseola infantum NOS"|"Eczema herpeticum"|"Other human herpesvirus infections"|"Herpetic infection of penis"|"Other genital herpes"
Herpes_Zoster	Infectious_Disease	Both	FALSE	053.19|053.13|053.7|053.11|053.10|053.14|053.9|053.8|053.79|053.12|053.1|053.71|053	Postherpetic polyneuropathy|"Geniculate herpes zoster"|"Herpes zoster myelitis"|"Herpes zoster with unspecified complication"|"Otitis externa due to herpes zoster"|"Herpes zoster with unspecified nervous system complication"|"Herpes zoster"|"Herpes zoster with other specified complications"|"Herpes zoster with other nervous system complications"|"Herpes zoster without mention of complication"|"Postherpetic trigeminal neuralgia"
Infestation	Infectious_Disease	Both	FALSE	133.0|134.1|134.0|134.9|134.8|133|132|132.9|134|133.8|133.9|132.1|132.0|132.3|132.2	Phthirus pubis|"Other acariasis"|"Other infestation"|"Pediculosis NOS"|"Scabies"|"Acariasis"|"Pediculus corporis [body louse]"|"Pediculus capitis [head louse]"|"Other arthropod infestation"|"Mixed pediculosis infestation"|"Myiasis"|"Acariasis NOS"|"Infestation NOS"|"Other specified infestations"|"Pediculosis and phthirus infestation"
Influenza	Infectious_Disease	Both	FALSE	487.8|488.12|488.1|488.0|488.01|488.02|487.0|487.1|488.19|488.09|488|487|488.11	Influenza due to identified novel h1n1 influenza virus (ADDED)|"Influenza due to identified novel h1n1 influenza virus with other manifestations"|"Influenza due to identified avian influenza virus"|"Influenza"|"Influenza with other respiratory manifestations"|"Influenza due to identified avian influenza virus with other respiratory manifestations"|"Influenza due to identified avian influenza virus (ADDED)"|"Influenza due to identified avian influenza virus with other manifestations"|"Influenza due to identified avian influenza virus with pneumonia"|"Influenza due to identified 2009 H1N1 influenza virus with pneumonia"|"Influenza with pneumonia"|"Influenza due to identified novel h1n1 influenza virus with other respiratory manifestations"|"Influenza with other manifestations"
Kidney_Infection	Infectious_Disease	Both	FALSE	590|590.9|590.8|590.11|590.2|590.1|590.10|590.00|590.0|590.3|590.80|590.81|590.01	Infections of kidney|"Pyeloureteritis cystica"|"Chronic pyelonephritis with lesion of renal medullary necrosis"|"Pyelonephritis NOS"|"Chronic pyelonephritis"|"Infection of kidney NOS"|"Acute pyelonephritis with lesion of renal medullary necrosis"|"Pyelitis or pyelonephritis in diseases classified elsewhere"|"Chronic pyelonephritis without lesion of renal medullary necrosis"|"Renal and perinephric abscess"|"Other pyelonephritis or pyonephrosis, not specified as acute or chronic"|"Acute pyelonephritis without lesion of renal medullary necrosis"|"Acute pyelonephritis"
Meningitis	Infectious_Disease	Both	FALSE	047.8|047.9|320.0|320.1|072.1|320.3|047.0|047.1|320.8|320.9|321.3|321.2|321.1|321.0|322.0|322.1|322.2|321.4|322.9|112.83|115.01|321.8|322|320|321|115.91|049.0|049.1|003.21|047|320.82|320.81|053.0|320.7|054.72|115.11|036.0|320.89|100.81|320.2|114.2	Leptospiral meningitis (aseptic)|"Meningitis due to other specified bacteria"|"Hemophilus meningitis"|"Nonpyogenic meningitis"|"Coccidioidal meningitis"|"Meningitis NOS"|"Meningococcal meningitis"|"Meningitis in sarcoidosis"|"Anaerobic meningitis"|"Bacterial meningitis"|"Staphylococcal meningitis"|"Meningitis due to trypanosomiasis"|"Viral meningitis NOS"|"Meningitis in other bacterial diseases classified elsewhere"|"Non-arthropod-borne lymphocytic choriomeningitis"|"Histoplasma capsulatum meningitis"|"Streptococcal meningitis"|"Salmonella meningitis"|"Pneumococcal meningitis"|"Histoplasmosis meningitis"|"Eosinophilic meningitis"|"Candidal meningitis"|"Meningitis of unspecified cause"|"Meningitis due to gram-negative bacteria, not elsewhere classified"|"Meningitis due to other organisms"|"Meningitis in other fungal diseases"|"Herpes simplex meningitis"|"Cryptococcal meningitis"|"Meningitis due to other nonbacterial organisms classified elsewhere"|"Non-arthropod-borne meningitis due to adenovirus"|"Bacterial meningitis NOS"|"Meningitis due to viruses not elsewhere classified"|"Meningitis due to ECHO virus"|"Mumps meningitis"|"Chronic meningitis"|"Histoplasma duboisii meningitis"|"Herpes zoster with meningitis"|"Meningitis due to enterovirus"|"Meningitis due to coxsackie virus"|"Other specified viral meningitis"
Mycobacterial_Disease	Infectious_Disease	Both	FALSE	030.1|031.2|031.9|031.8|030.8|030.9|030.2|030.3|030.0|031	Other specified leprosy|"Diseases due to other mycobacteria"|"Borderline leprosy"|"Unspecified diseases due to mycobacteria"|"Other specified mycobacterial diseases"|"Tuberculoid leprosy"|"Lepromatous leprosy"|"Disseminated mycobacterial Disease"|"Leprosy NOS"|"Indeterminate leprosy"
Other_Infectious_Diseases	Infectious_Disease	Both	FALSE	134.2|139.8|082.49|136|082.40|082.41|139|083|082|081|080|083.8|083.9|136.21|083.1|083.2|136.29|082.4|081.9|082.1|082.0|082.3|082.2|081.2|081.0|081.1|082.9|082.8|136.0|136.2|136.5|136.4|136.9|136.8	Other and unspecified infectious and parasitic diseases|"Ehrlichiosis, unspecified"|"Louse-borne [epidemic] typhus"|"Brill's disease"|"Other specified tick-borne rickettsioses"|"Specific infections by free-living amebae"|"Other ehrlichiosis"|"Trench fever"|"Late effects of other infectious and parasitic diseases"|"Queensland tick typhus"|"Ehrlichiosis chafeensis [E. Chafeensis]"|"Tick-borne rickettsiosis, unspecified"|"Sarcosporidiosis"|"Psorospermiasis"|"Typhus NOS"|"Murine [endemic] typhus"|"Rickettsialpox"|"Other specific infections by free-living amebae"|"North Asian tick fever"|"Rickettsiosis NOS"|"Ehrlichiosis"|"Late effects of other and unspecified infectious and parasitic diseases"|"Specific infection due to acanthamoeba"|"Spotted fevers"|"Hirudiniasis"|"Other rickettsioses"|"Other specified infectious and parasitic diseases"|"Tick-borne rickettsioses"|"Ainhum"|"Other specified rickettsioses"|"Unspecified infectious and parasitic diseases"|"Scrub typhus"|"Boutonneuse fever"|"Other typhus"
Other_Viral_Hepatitis	Infectious_Disease	Both	FALSE	070.6|070|573.2|070.43|070.42|070.4|070.5|070.52|070.53|573.1|070.49|573.3|070.59|070.9	Hepatitis in viral diseases classified elsewhere|"Hepatitis NOS"|"Hepatitis E with hepatic coma"|"Hepatitis E without mention of hepatic coma"|"Other specified viral hepatitis without mention of hepatic coma"|"Unspecified viral hepatitis with hepatic coma"|"Hepatitis in other infectious diseases classified elsewhere"|"Hepatitis delta without mention of active hepatitis B disease with hepatic coma"|"Other specified viral hepatitis with hepatic coma"|"Hepatitis delta without mention of active hepatitis B disease or hepatic coma"|"Unspecified viral hepatitis without mention of hepatic coma"|"Viral hepatitis"
Parasitic_Infection	Infectious_Disease	Both	FALSE	128.8|128.9|122.9|128.0|128.1|127|123.2|120.3|127.7|127.6|122.2|125.1|122.0|122.1|122.6|122.7|122.4|120.1|127.5|123.6|122.8|120.8|123.3|120.2|123.1|123.0|120.0|125.0|125.3|125.2|121.9|121.8|125.7|125.6|121.5|121.4|127.4|121.6|121.1|121.0|121.3|121.2|127.3|127.2|127.1|127.0|126.2|126.3|126.0|126.1|123.8|127.9|127.8|125.5|126.8|125.9|120|121|122|123|124|125|126|120.9|128|129|126.9|123.9|122.5|123.4|125.4|122.3|123.5	Cestode infection NOS|"Trichuriasis"|"Toxocariasis"|"Echinococcus granulosus infection of lung"|"Echinococcus multilocularis infection, unspecified"|"Echinococcus granulosus infection, unspecified"|"Other cestode infection"|"Echinococcosis, other and unspecified"|"Mixed intestinal helminthiasis"|"Echinococcus granulosus infection of liver"|"Other specified intestinal helminthiasis"|"Anisakiasis"|"Onchocerciasis"|"Schistosoma japonicum"|"Other specified helminthiasis"|"Cutaneous schistosomiasis"|"Other intestinal helminthiases"|"Helminthiasis NOS"|"Trematode infection NOS"|"Other specified filariasis"|"Schistosoma haematobium"|"Ancylostomiasis NOS"|"Paragonimiasis"|"Dracontiasis"|"Dipetalonemiasis"|"Necator americanus"|"Ancylostomiasis and necatoriasis"|"Malayan filariasis"|"Other specified trematode infections"|"Cysticercosis"|"Echinococcus multilocularis infection of liver"|"Echinococcosis, unspecified, of liver"|"Ancylostomiasis due to ancylostoma duodenale"|"Echinococcosis"|"Loiasis"|"Echinococcus multilocularis infection, other"|"Filariasis NOS"|"Other specified cestode infection"|"Intestinal helminthiasis, unspecified"|"Taenia solium infection, intestinal form"|"Mansonella ozzardi infection"|"Gnathostomiasis"|"Schistosomiasis NOS"|"Filarial infection and dracontiasis"|"Metagonimiasis"|"Echinococcus granulosus infection, other"|"Trichinosis"|"Trichostrongyliasis"|"Ascariasis"|"Capillariasis"|"Schistosomiasis [bilharziasis]"|"Ancylostomiasis due to ancylostoma ceylanicum"|"Other and unspecified helminthiases"|"Ancylostoma braziliense"|"Sparganosis"|"Taenia saginata infection"|"Clonorchiasis"|"Intestinal parasitism, unspecified"|"Ancylostoma NEC"|"Fasciolopsiasis"|"Bancroftian filariasis"|"Opisthorchiasis"|"Taeniasis NOS"|"Schistosoma mansoni"|"Other trematode infections"|"Hymenolepiasis"|"Enterobiasis"|"Fascioliasis"|"Diphyllobothriasis, intestinal"|"Heterophyiasis"|"Echinococcus granulosus infection of thyroid"|"Strongyloidiasis"|"Other specified schistosomiasis"
